provincia,departamento,localidad,tipo,subtipo,nombre,direccion,piso,cp,telefono,email,web
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Ayacucho 1537,,,4322-3998 Int. 121,bibliotecalenguasvivas@yahoo.com.ar,ieslvf.caba.infd.edu.ar/sitio/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación,Callao Av. 1542,,,4805-3759 Fax: 4801-1594,delegation-argentina-docu@cec.eu.int,www.delarg.cec.eu.int/es/delegacion/documentacion.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca José A. Negri,Callao Av. 1542,Piso 2,1024,"4801-1021 /1023 /1027 /1029 / 0088, Ints. 370 y 372 Fax: 4807-1637",bibnegri@colegio-escribanos.org.ar,www.colegio-escribanos.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Dr. Juan Carlos Fauvety,Concepción Arenal 4206,,C1431FWA,011 4511-3963/65,mduguid@cemic.edu.ar,www.cemic.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Nacional de Aeronautica,Rodríguez Peña 1674,Piso 3,C1000WBH,(011) 312-9038,binae@ciudad.com.ar,www.binae.org.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentacion,Parera 164,Piso 4,C1026AAC,(011)5238-9300,postmaster@flacso.cci.org.arpostmast@flacso.wamani.apc.orgmfossati@flasco.wamani.apc.org,www.flacso.org.ar/rrii/z-jornada.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Sánchez de Bustamante 1749,,C1440FFX,"(011) 4686-6225, 4687-7886, 6735",jltcevan@datamar.com.ar,abest.secyt.gov.ar/secyt/english/conicet/centros/_003.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,Sánchez de Bustamante 1749,,C1042AAD,(011) 5530 7600,biblioteca@umsa.edu.ar,www.umsa.edu.ar/index.php?option=com_content&view=article&id=100&itemid=118
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,"Pacheco de Melo, J.A. 2034",,,4374-4068 Int. 4,sandrasayago1@hotmail.com,ies1.caba.infd.edu.ar/sitio/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Pacheco de Melo 2084,,,,bibliocel@unsam.edu.ar,www.cel.unsam.edu.ar/paginas/biblioteca/catalogo_cel.asp
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentacion Facultad de Arquitectura Diseño y Urbanismo,Pacheco de Melo 2084,,C1428WBV,"(011) 4789-6295, 6296",biblio@fadu.uba.ar,www.fadu.uba.ar/biblioteca/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Pacheco de Melo J.A. 2084,,,4306-4640/43 Al 49,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Vicente López 1878,Piso 1 G y H,C1050AAN,(011) 4372-4915; 4373-0901,,www.cicyt.setcip.gov.ar/org_nac_cyt_2006/spanish/conicet/centros/_099.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,Vicente López 1878,Piso 1,1426,"4788-5400 Int. 2141, 42. Informes: (0800)777-0140",biblio@ub.edu.ar; biblio@ubrect.edu.ar; merp@ub.edu.ar; mercedes.patalano@ub.edu.ar,www.ubbd.ub.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central Mariano Moreno,"Pelegrini, Carlos 1515",,C1107AAZ,011 4349-0421,bibliot@uca.edu.ar,www2.uca.edu.ar/esp/sec-biblioteca
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central María Rosa Gonella,Guido 1841,Piso 1,C1426DQG,"011 4788-5400 Int. 2140, 41",biblio@ub.edu.ar; biblio@ubrect.edu.ar; merp@ub.edu.ar,ubbd.ub.edu.ar/default.asp
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Guido 1841,,C1119AAA,011 4804 4233/7743,uninotcf@universidadnotarial.edu.ar;,www.universidadnotarial.edu.ar/; www.unav.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Del Libertador Av 498,,C1405DJR,(011) 4982-8797,mdelpriore@macn.gov.ar,www.macn.secyt.gov.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca de La Dirección de Sanidad Del Ejército,Comodoro Py 2055,,1261,4309-9711,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca de Ciencias Sociales,Av. Alvear 1711,,C1089AAU,(011) 4952-1403,graciela.castillo@salvador.edu.ar,www.salvador.edu.ar/vrid/biblioteca/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Alvear Av. 1711,,1061,4812-7316 Fax: 4813-9211,aaea@uolsinectis.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Servicio de Informacion y Documentacion,Av. Alvear 1711,Piso 2,C1245AAM,(011) 4308-1953,sid@garrahan.gov.ar,www.garrahan.gob.ar/inicio/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Las Heras Av. 2191,,1428,4782-2354/4781-2989,museosarmiento@fibertel.com.ar,www.museosarmiento.gov.ar/biblioteca/biblioteca1.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Información Documental,Díaz Coronel Av. 1971,1 Piso,1120,6319-1882/1884 Fax: 6319-1883,biblioteca@aysa.com.ar ; paulina_gamber@aysa.ocm.ar,www.aguasargentinas.com.ar/frameset_biblioteca.html
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Alvear Av. 1790,Piso 3,C1428DNA,4124 0146 Fax: 54 11 4124 0211,biblioteca@galderma.com,www.galderma.com.ar/template_paradermatologo.html
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central Dr. Luis F. Leloir,Aráoz 2174,,C1428EHA,(011) 4789-9293,referencia@bl.fcen.uba.ar; guille@bl.fcen.uba.ar,www.bl.fcen.uba.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Signos,Del Libertador Av. 774,Piso 2,1020,4813-1381 Fax: 4813-0631,uds-sig@salvador.edu.ar,www.salvador.edu.ar/vrid/publicaciones/signos.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Av. Antártida Argentina 1201,,C1425ELB,011- 4962-2727 Fax 4963-2705,biblioteca@ateneo-odontologia.org.ar,www.ateneo-odontologia.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Servicio de Información y Documentación (Sid),Junin 1940,Piso 2,1245,4308-1953/43084300,sid@garrahan.gov.ar; sguerrero@garrahan.gov.ar,www.garrahan.gov.ar/docs/biblioteca.html
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Información Técnica,Junin 1940,Piso 1,1113,4803-7671/7672/ 0738 Fax: 4804-7545,biblioteca@unic.org.ar,www.unic.org.ar/biblioteca1.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Guemes 3859,,,4639-3981,bubita63@yahoo.com.ar virgi_2007@yahoo.com.ar,www.gcba.gov.ar/areas/educacion/escuelas/escuelas/superior/jbjusto/default.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Guemes 3859,,,4824-2741/0383,marianabao@hotmail.com,ens6de2.buenosaires.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Parque de La Ciudad,Saavedra 15,Interior Del Parque,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Probisam. Red de Bibliotecas de Información En Salud Mental,Juncal 3251,1º Piso,,Tel: 4863-6586 / 4861-6891,smredbibliotecas@buenosaires.gov.ar,www.buenosaires.gov.ar/areas/salud/s_mental/saludmental_biblio.php?menu_id=17862
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Agüero 2505,,1425,011 4808-6090,bn@bibnal.edu.ar,www.bn.gov.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro Frances de Documentacion Tecnica,Agüero 2502,Piso 13 A,C1033AAD,(011) 4381-0865; 4383-0812,cectaf@vol.com.ar,www.cectaf.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,"Biblioteca, Archivo Histórico y Centro de Documentación",Agüero 2502,,1094,4943-7969,ucrbiblioteca@hotmail.com,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Av. Las Heras 2670,Piso 2,C1425AGA,"(011) 4806-7791, 5329",idestadi@inta.gov.ar,www.inta.gov.ar/info/biblio/bases/ccppaa.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,Del Libertador Av. 1473,,C1102ABB,4306 1040 - Fax: 4306 1040,biblioteca@kennedy.edu.ar,www.kennedy.edu.ar/servicios.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Virtual Del Ejército Argentino,Av. Pedro Zanni 250,10º,1328,4346-6100,aytiaaje@ejercito.mil.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Combatientes de Malvinas 3150,Piso 1,C1264AAB,(011) 4340-0800 Int. 2521 Biblioteca^D(011) 4305-8674 Dirección,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Rafael Obligado,Pasaje Virasoro 2350,,C1416AVC,4581-8640,biblioteca_obligado@buenosaires.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Publica Agropecuaria,J.A. Pacheco de Melo 3081,,C1005AAJ,(011) 4324-4784,biblioteca@sra.org.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Pacheco de Melo J.A. 3081,P.B.,C1225AAM,"4957-4110/3810/4348,4932-6268",bipsi@psi.uba.ar,www.psi.uba.ar/biblioteca/biblioteca.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Aráoz 2838,Piso 7,C1194AAQ,4961-0309,biblio@cenep.org.ar silviat@cenep.org.ar,www.cenep.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Alsina 1816,,1014,4813-2078/2344 Fax: 4813-2078,aeconomicas@fibertel.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Las Heras Av. 2900,,,4823-5308 /4824-4403,bjal@buenosaires.edu.ar,www.istlyrecreacion.edu.ar/istlyr.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,Av. Figueroa Alcorta 2263,Piso 1 B,1120,(011) 5950-8701/2,biblioteca@hospitaldeclinicas.uba.ar,www.hospitaldeclinicas.uba.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Monseñor Vicente F. Zarpe,Figueroa Alcorta Av. 2263,,C1034ACO,011 4953-9000/4952-4700 /4400/6767/6999,biblioteca@udemm.edu.ar; info@udemm.edu.ar,www.udemm.edu.ar/index.php?option=com_content&task=view&id=76&itemid=40
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Figueroa Alcorta Av. 2263,Piso 1,C1425CKB,011-4-809-5629/5632,bibgioja@derecho.uba.ar; gioja@derecho.uba.ar,www.derecho.uba.ar/investigacion/inv_inst_gioja_biblioteca.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,"Biblioteca Alfonso X, El Sabio",Sánchez de Bustamante 2663,,C1428ADG,4784-4040 / 4783-2640 Int. 24 - Fax: 4784-4040 Int. 21,museolarreta_biblioteca@yahoo.com.ar ;  museolarreta@infovia.com.ar,www.museos.buenosaires.gov.ar/dgm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca y Fondo Documental,Del Libertador Av. 1902,Piso 9,C1033AAI,4951 8129 / 9489 - Fax: 4951 9489 ,biblio@atlas.edu.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Cerviño 3101,,C1085ABE,(011) 4381-5625,inhide@infovia.com.ar,www.inhide.com.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Hemeroteca,Cerviño 3101,,C1020ACA,(011) 4129-1299(011) 4129-1261,hteca@me.gov.arpostmasters@bibnma.edu.ar,www.bnm.me.gov.ar/la_biblioteca/centro_documentacion/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación,Salguero 2545,,1096,4308-5261/65 Fax: 4308-5259/60,biblioteca@cta.org.ar; biblioteca@ateargentina.org.ar,www.listascta.org.ar/cta/biblioteca.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Miguel Cané,Güemes 4601,,C1230ABX,4922-0020,biblioteca_cane@buenosaires.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Uriarte 2472,,,4785-6973,montsecastan@hotmail.com,ens10de10.buenosaires.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación E Información de Energía,"Freire, Ramón Capitán Gral. 183",Piso 9 Of 903,1063,4349-8063 Fax: 4349-8063,jkosti@mecon.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,República de La India 2900,,C1040AAH,(011) 4953-3541/1477,biciipme@conicet.gov.ar,www.conicet.gov.ar/webue/ciipme/index.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Medica,Av. Gral. J.M. Pueyrredón 1640,,C1280AEB,(011) 4304-3393 4309-6870/6871,biblioteca@hbritanico.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Colombia Av. 4300,,,4863-3808/6241,marinapl18@yahoo.com.ar,normal7.buenosaires.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Av. Cabildo 65,,,4370-8500 Int. 1802/03,biblioteca@tsjbaires.gov.ar,www.tsjbaires.gov.ar/tsj/biblioteca.asp?pg=sobre
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Av. Cabildo 15,,,(011) 4789 6529/6429,gimarco@ort.edu.ar,campus.ort.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Cirujano Mayor Dr. Pedro Mallo,Av. Cabildo 381,,1405,4864-7899; 4863-4080 Int 5523,info@hnpm.mil.ar,www.hnpm.mil.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Joaquín V González,Luis María Campos 480,,C1162AEJ,4302-2481,biblioteca_gonzalez@buenosaires.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Av. Luis María Campos 480,,1081,(54-11) 4953-5037,iec@conadu.org.ar,www.iec-conadu.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación,Crámer 1180,Piso 3 B,1057,4815-7810 Fax: 4815-2534,biblio@cepal.org.ar fgoizueta@cepal.org.ar,www.cepal.org
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Sadop,Olaguer y Feliú Virrey 2679,Piso 1 Of. 2,,5941-5593,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Roberto Mario Arata,Maure 1850,,C1119AAA,4804-4233/7743,uninotcf@infovia.com.ar,www.unav.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Federico Lacroze 2100,,C1214ACN,(011) 4962-7045; 4961-3268,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Del Docente,Arcos 1521,,C.P. 1133,4305-7202/7219,infobibleduc@netizen.com.ar,www.buenosaires.gov.ar/educacion/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Ricardo Gervasio Bianchi,Monroe Av. 3551,,1436,4346-5776 4909-4145,bibliotecachurruca@velocom.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Héroes de Malvinas,Juramento 2937,3º,1425,4508-3101,csbfaa2@infovia.com.ar,www.mutualdelcirculo.com.ar/biblioteca.html
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Dorrego Av. 3751,,1429,4701-6080 Interno 169,cinas@fibertel.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Técnica Del Servicio de Hidrografía Naval,La Pampa 2215,,1271,4301-0061;Int.4011 y 4009,bibliotecashn@hidro.gov.ar,www.hidro.gob.ar/biblioteca/abibliog.asp?op=1
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Prof. Emerito Alfredo L.Palacios,Vuelta de Obligado 2139,Piso 1,C1120AAQ,(54 11) 4374-4448  Internos 6543 (Referencia),referen@econ.uba.ar,www.econ.uba.ar/www/servicios/biblioteca/ingresar.htm
